job_title,location,job_desc,applicants,company,level,job_length
Software Engineer,"Atlanta, GA","
        Are you someone who likes to solve complicated problem using cutting edge technology? If so, this job might be for you.<br><br><strong><u>What This Role Is<br><br></u></strong>You will design, develop, and test features to enhance the Genesys Salesforce integrations. You will also be responsible for building and maintaining our integration ecosystem. You will have the opportunity to build deep integrations with other telephony providers, customer relationship management software, and the AWS ecosystem.<br><br><strong><u>What This Role Isn’t<br><br></u></strong>As a Software Engineer, you will be responsible for day-to-day development and maintenance of your team’s features. This role isn’t building html templates or simple single page sites. You will be creating complex features from design to the actual deployment of your work.<br><br><strong><u>What You’ll Bring To The Table<br><br></u></strong>To be successful, you need to have a strong understanding of modern web user interface frameworks and REST API solutions. We need people who are strong problem solvers that want to make significant contributions to our team and product. You need to be curious and keep abreast of new tools and technology. Being resourceful and detail-oriented is also a key to success on our team.<br><br><strong><u>Some Details About What You Will Do<br></u></strong><ul><li> Standup with the team for open communication, idea sharing, supporting other team members, answering questions.</li><li> Participate in code reviews as a way to learn and grow as well as to help your team members learn by providing helpful feedback.</li><li> Develop integrations with Salesforce.</li><li> Unit, integration, and manually test code that you've developed.</li><li> Look for areas of improvement, with the code, architecture, and infrastructure.</li><li> Answer questions for other team members.</li><li> Openly communicate progress and concerns.<br></li></ul><strong><u>Minimum Requirements<br></u></strong><ul><li> You’ll need 3+ years of relative JavaScript experience. The more experience you have with Ember, Angular, Node, or React the better.</li><li> You also need to understand REST APIs.</li><li> You will be part of the team from day 1 so you need to contribute to the group.</li><li> The problems we are trying to solve aren’t easy. You need to be willing to step in and help find solutions to the complex challenges.</li><li> We don’t just lock ourselves in the office all day. Having strong communication skills is a must for our team.<br></li></ul><strong>Benefits<br><br></strong>Medical, Dental, and Vision Insurance<br><br>Telehealth coverage<br><br>Flexible work schedules and work from home opportunities<br><br>Development and career growth opportunities<br><br>Open Time Off<br><br>401(k) matching program<br><br>Adoption Assistance<br><br>Infertility treatments<br><br>See more Genesys benefits information at https://mygenesysbenefits.com/<br><br><strong>All Jobs <br><br></strong><strong><u>Covid-19<br><br></u></strong>Safety for our employees and our communities is a key priority for Genesys. We continue to experience rapid growth during the Covid-19 pandemic and are conducting remote hiring and onboarding processes. All hiring and onboarding processes are being conducted remotely at this time. We utilize Zoom video meetings and phone calls during the interview process. We will be working remotely through at least June 30, 2021, in most locations, and we are re-evaluating the opening date of all the Genesys offices on an ongoing basis.<br><br><strong><u>About Genesys<br><br></u></strong>Every year, Genesys® delivers more than 70 billion remarkable customer experiences for organizations in over 100 countries. Through the power of the cloud and AI, our technology connects every customer moment across marketing, sales and service on any channel, while also improving employee experiences. Genesys pioneered Experience as a Service℠ so organizations of any size can provide true personalization at scale, interact with empathy, and foster customer trust and loyalty. This is enabled by Genesys Cloud™, an all-in-one solution and the world's leading public cloud contact center platform, designed for rapid innovation, scalability and flexibility. Visit www.genesys.com.<br><br><strong>Genesys is an equal opportunity employer committed to diversity in the workplace. We evaluate qualified applicants without regard to race, color, age, religion, sex, sexual orientation, gender identity or expression, marital status, domestic partner status, national origin, genetics, disability, military and veteran status, and other protected characteristics.</strong>
      ","
            Be among the first 25 applicants
          ","
        
          Genesys
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Python Developer,"Atlanta, GA","
        RightBound is looking for a Python Developer, who is creative and independent enough to take our concepts and make them a great product.<br><br>We are disrupting the way salespeople work, and we combine data science, process automation, slick UI, and a bit of psychology to do that.<br><br>Python Developer responsibilities include writing and testing code, debugging programs and integrating applications with third-party web services. To be successful in this role, you should have experience using server-side logic and work well in a team. Ultimately, you’ll build highly responsive web applications that align with our business needs.<br><br>This position is fully remote for now, we will consider applicants based in and around Atlanta, GA (East Coast).<br><br><strong><u>Responsibilities<br></u></strong><ul> <li>Write effective, scalable code</li> <li>Develop back-end components to improve responsiveness and overall performance</li> <li>Integrate user-facing elements into applications</li> <li>Test and debug programs</li> <li>Improve functionality of existing systems</li> <li>Assess and prioritize feature requests</li> <li>Coordinate with internal teams to understand user requirements and provide technical solutions</li> <li>Implement software enhancements and suggest improvements</li> <br><br></ul><strong><u>Requirements<br></u></strong><ul> <li>+4 years of work experience as a Python Developer</li> <li>Experience with Python frameworks (e.g. Django, Flask, Bottle)</li> <li>Understanding of databases and SQL</li> <li>Familiarity with Amazon Web Services (AWS) and REST API</li> <li>Experience working for a SaaS startup </li> <li>BSc in Computer Science, Engineering or relevant field</li> </ul><ul> <li>Expertise in at least one popular Python framework (like Django, Flask or Pyramid)</li> <li>Familiarity with front-end technologies (like JavaScript and HTML5)</li> <li>Team spirit</li> <li>Good problem-solving skills</li></ul>
      ","
            Be among the first 25 applicants
          ","
        
          RightBound
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Software Engineer,Atlanta Metropolitan Area,"
        <strong>Overview<br><br></strong>At Patientco, we are building the future of healthcare payments. Our technology is helping create a better payment experience for patients and in turn, providing incredible value to healthcare providers across the U.S. Whether you are customer facing or working diligently behind the scenes, everyone at Patientco plays a vital role in improving the healthcare experience of millions of people. It’s a big job, but we wouldn’t have it any other way!<br><br>As a Software Engineer at Patientco, you should care deeply about how your software is experienced. This means considering how both healthcare patients and providers use your products and how your peers will interact with your code.<br><br>Your experience should include having built and -- equally important -- maintained widely-used software. You should have a knack for making tools powerful without compromising their ease of use.<br><br>You should enjoy variety (and we aren't just referring to the food and drinks we keep stocked in our kitchen), as you should expect to move up and down the software stack. You will be writing the code that powers our payments engine, digging deep into the back-end to write and tune SQL and dabbling in the client-side JavaScript, HTML and CSS of our web app.<br><br>Our Application<br><br>Patientco is a web-based healthcare payments platform built primarily with object-oriented PHP, Golang and JavaScript (including multiple frameworks) - our team members have backgrounds in PHP, Java, .Net and Ruby.<br><br>We move quickly, deploying code many times a week, but we also spend time carefully thinking through the edge cases of our products.<br><br><strong> What We're Looking For <br></strong><ul><li>Experience building and maintaining products with real-world usage</li><li>Extensive familiarity with object-oriented software systems based in PHP, Java, .Net or Ruby (we care less about what languages you know and more about your ability to grasp concepts)</li><li>Great Communication Skills! Have opinions about good and bad products and the ability to justify them, we want to know what you think!</li><li>Advocates of the agile/lean software development process</li><li>A degree in Computer Science, Computer Engineering or have equivalent experience</li><li>The desire to build a great culture. Namely, be ethical, collaborative, hard-working, creative, FUN, and willing to push your boss out of the raft</li><li>Experience or willingness to working on a Mac (We're a Mac shop)</li></ul>Engineering FAQ<br><br>Is there an on-call rotation?<br><br>Yes. Like most SaaS platforms, we not only build the technology but also are dedicated to making sure it’s working well 24/7. Each team has a different rotation schedule and we do our best to make sure there is minimal intrusion on peoples’ lives. For more info on the on-call rotation, inquire within.<br><br>What is Patientco’s tech-stack?<br><br>Our web applications are built in PHP on the back-end and a couple different JavaScript frameworks on the front-end. A lot of the internal and back-end software and processes we build are in Golang. There’s some Ruby back there as well. When we build new software, external and internal, we use Vue.js on the front-end.<br><br>I’ve never used Golang. Do you require previous experience with it?<br><br>Not at all. However we do require a strong desire and interest to learn new things whether that be languages, tools, processes, ways of doing things, mindsets, etc.<br><br>I’ve been working remotely forever and I want to stay remote.<br><br>Great! Patientco is now a remote-first company.<br><br>Are you AGILE?<br><br>The Agilest<br><br>How we take care of the people who work here:<br><ul><li> An open and casual REMOTE-FIRST company environment that values excellent communication and collaboration skills, creative problem solving, empathy, open mindedness, extreme attention to detail, a healthy dose of grit and a good sense of humor</li><li> We pride ourselves on our flexible work environment. We don’t do time tracking, limit PTO, or micro-manage.</li><li> Full Benefits package including health/dental/vision/401K, budget for continued education, and more</li><li> Monthly budget for cell phone/office supplies</li><li> Yearly budget for continuing education<br></li></ul>Check out more information about us at www.patientcolife.com<br><br>ANNOUNCEMENT!<br><br>Research shows that women (and folks from other marginalized groups) apply to 20% fewer jobs than men because they feel like they need to meet 100% of the listed criteria. On the other hand, men are more likely to apply to jobs when they meet an average of 60% of the criteria. If you think you have what it takes for this role, but don’t necessarily meet every single criteria, please get in touch with us. We’d love to chat and see if you could be a great fit.
      ","
            Be among the first 25 applicants
          ","
        
          Patientco
        
      ","
            Entry level
          ","
          Full-time
        "
Software Engineer,Atlanta Metropolitan Area,"
        <p><strong><u>Software Engineer (Ruby/API Development) – Remote</u></strong></p><p>&nbsp;</p><p>Optomi, in partnership with a global leader in E-Commerce and POS (Point-of-Sale) solutions technology, is seeking an experienced Software Engineer to sit in a remote capacity anywhere in the United States! In this role, you will be working closely with front-end developers, architects, and DBAs to develop and extend APIs for a cutting-edge online grocery platform. You will optimize APIs and architecture to achieve increased speed, reliability, and scalability.</p><p><br></p><p><strong>Qualifications:</strong></p><ul><li>2+ years of software development experience</li><li>Bachelor’s degree in computer science or related field or matching experience</li><li>Ruby / Sinatra experience (Ruby is code base)</li><li>Rest API's-&nbsp;Microservices / API experience</li><li>PostGres SQL Database design, querying, and optimization</li><li>AWS or GCP experience</li><li>Kubernetes experience</li><li>HTTP/REST/JSON API design and implementation</li><li>You're comfortable implementing integrations with third-party systems using HTTP and XML</li><li>Knowledge of query languages, APIs, data pipelines, and how to work with them in practice</li><li>Experience working in Unix-based environments</li></ul>
      ","
            Be among the first 25 applicants
          ","
        
          Optomi
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Software Engineer,"Peachtree Corners, GA","
        ResMed has always applied the best of technology to improve people's lives. Now our SaaS technology is fueling a new era in the healthcare industry, with dynamic systems that change the way people receive care in settings outside of the hospital–and tools that work every day to help people stay well, longer. We have one of the largest actionable datasets in the industry, creating a complete view of people as they move between care settings. This is how we empower providers–with vital insight to deliver the care people need, right when they need it.<br><br>We're also ensuring that our health solutions connect to other companies' networks. Because when objectives align, everyone wins. And as we work today to drive better care and lower costs, we're developing more personalized solutions for tomorrow, utilizing machine learning, intelligent care paths, and predictive protocols. If you are an innovator who wants to make an impact we want to talk to you! We have exciting opportunities supporting Brightree by ResMed and MatrixCare by ResMed!<br><br>The primary role of Engineering function within Product Development team is to create specifications and designs for new products or improvements and enhancements to existing products. Works closely with customers, developers and other stakeholders to understand and define customer needs in these designs. Features are aligned to a timetable and areas of responsibility. Developers may solicit customers for feedback regarding product usability and desired future enhancements. Software Engineers who design, write and test code for the product should be matched in the either Software Engineering Applications or Systems. Product developers who specialize in hardware systems should be matched to Hardware Engineering.<br><br><strong>Let’s Talk About Responsibilities<br></strong><ul><li>Develop new software features</li><li>Maintain existing code through defect correction and refactoring</li><li>Participate in technical design</li><li>DB design/changes</li><li>Provide unit tests for all code</li><li>Conduct code reviews with other developers</li><li>Follow SOLID design principles for software development in a cloud-based environment<br></li></ul><strong>Let’s Talk About Qualifications And Experience<br></strong><ul><li>3+ years of experience in software engineering, preferably for a software company using Microsoft technologies in a web-based application environment</li><li>Knowledge of .NET(C# and/or VB.net), ASP.NET and web technologies such as SignalR, Web API, WCF, Vue.js, Angular, TypeScript, JavaScript, CSS, HTML and Ajax.</li><li>Experience with MS SQL Server (TSQL/SQL) in a high-volume transaction environment</li><li>Experience with browser development tools</li><li>OO knowledge and practical experience of design patterns</li><li>Practical experience with source code configuration, versioning and promotion</li><li>Excellent problem solving, issue identification and technical documentation skills</li><li>Ability to manage multiple concurrent priorities and meeting deadlines</li><li>Strong interpersonal and communication skills</li><li>Experience using VS 2017/19, SQL Server 2014/2017, .net 4.7/Core &amp; C# 6, 7 techniques</li><li>Agile software methodology experience</li><li>Experience working in a SaaS model</li><li>Experience working in environments with a DevOps Culture and exposure to Continuous Delivery is a great plus<br></li></ul><strong>Preferred<br></strong><ul><li>Bachelor’s degree.</li><li>Minimum of 3 years of related experience.<br></li></ul>Joining us is more than saying “yes” to making the world a healthier place. It’s discovering a career that’s challenging, supportive and inspiring. Where a culture driven by excellence helps you not only meet your goals, but also create new ones. We focus on creating a diverse and inclusive culture, encouraging individual expression in the workplace and thrive on the innovative ideas this generates. If this sounds like the workplace for you, apply now!<br><br>
      ","
            Be among the first 25 applicants
          ","
        
          Brightree
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Software Engineer,"Atlanta, GA","
        <p>About the job</p><p>What?&nbsp;Senior Full Stack Developer - must have experience creating and maintaining web apps!</p><p><br></p><p>For Who?&nbsp;Our client is a fast-growing (well funded) startup with a product that is able to provide its clients with a positive and engaging communication platform</p><p><br></p><p>Where?&nbsp;Your home - the client is based on the East Coast but this is a fully remote role with full-time hours that YOU set up. All about the outcomes!</p><p><br></p><p>The tech scoop?&nbsp;JavaScript, React, Node.js, AWS (DevOps experience is great too!)</p><p><br></p><p>What else?&nbsp;OWNERSHIP.&nbsp;With a small company and a team filled with the best of the best, the new team member must be a strong performer who wants to take ownership of their work.&nbsp;PROBLEM SOLVE and CREATE. Daily creative work, problem-solving, and taking on challenges with design and engineering.&nbsp;LEARN.&nbsp;This company and team will be the perfect fit for those continuous learners.&nbsp;COMMUNICATE.&nbsp;Testing and providing feedback will always be a part of your role.&nbsp;START-UP EXPERIENCE.&nbsp;If you have been in that environment before, you know the amazing opportunity and reward at hand!</p><p><br></p><p>This role is actively interviewing. Three rounds and one of those is a technical assessment with team review.</p><p><br></p><p>Please share your portfolio/website/blog with your application if you have one!</p>
      ","
          33 applicants
        ","
        
          Collabera Inc.
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Software Engineer,"Atlanta, GA","
        <strong>Software Engineer (Java + Hadoop) - $2B+ valuation SaaS start-up<br><br></strong>This Jobot Job is hosted by Jasper Posner<br><br>Are you a fit? Easy Apply now by clicking the ""Apply"" button and sending us your resume.<br><br>Salary $130,000 - $180,000 per year<br><br><strong>A Bit About Us<br><br></strong>THIS IS A 100% WORK FROM HOME OPPORTUNITY OPEN TO ANYONE LEGALLY ABLE TO WORK IN THE UNITED STATES<br><br>Headquartered in the San Francisco Bay Area and with offices around the world, we are a well-financed and rapidly rising B2B Software company leveraging AI to revolutionize the Account-Based Marketing (ABM) space. We leverage a Full Stack Cloud Platform, AI/ML, Predictive Analytics, and Data Science to predict customer behavior and needs so Revenue Leaders and Sales People have the highest quality leads before the competition does.<br><br>The ABM space is the hottest space in martech and one of the hottest in B2B software because the CMO/CRO budget is growing significantly faster than the CIO's budget and is soon to surpass it in actual spend. Due to our dominance in our segment, we are well-positioned to for organic and secular growth for years to come.<br><br>At this time we are hiring to scale up our Core Platform team. This team will be responsible for scaling out and future-proofing our core Java based application which leverages Hadoop/Hive. We have current openings ranging from the Junior to Principal/Lead level as well as Manager level. If this sounds like you and you are interested in taking a step up in your career, please apply now!<br><br><strong><br><br><strong>Why join us?<br><br></strong></strong><ul><li> Our CEO and leadership team are industry veterans with a track record of building successful businesses up and executing billion-dollar exits.</li><li> In the past 12 months our valuation has grown from around $300MM to $2B+!</li><li> $200MM+ raised. 2x headcount and revenue year/year for 3 consecutive years. This year our hiring plan calls for doubling headcount again.<br></li></ul>What's In It For You?<br><ul><li> Competitive base salary, generous bonuses, and stock option plan</li><li> Work/life balance</li><li> Complete ownership of your daily schedule and workload including work from home as much or little as you would like</li><li> You will work on the most critical production system of our core product.</li><li> Join a growing team where there are ample opportunities for career development, advancement, and an outsized impact on company performance<br></li></ul><strong>Job Details<br><br></strong><strong>Duties &amp; Responsibilities<br></strong><ul><li> Apply distributed computing and map-reduce knowledge to compute, dedupe, and derive insights from billions of records daily </li><li> Invent noise-tolerant algorithms that improve data quality and coverage </li><li> Work on scaling issues to 10x our data-handling capability over the coming year </li><li> Write custom UDFs, UDAFs, UDTFs to simplify complex operations </li><li> Design and implement tools to scrape data, validate data, and semi-automate human feedback. </li><li> Significantly strengthen your existing skills in statistics, data analysis, and programming. </li><li> Intellectually contribute to the software, data, process, and growth of other team members </li><li> Promote and set examples for high code quality like unit testing, good variable naming, modularity, etc. </li><li> Help junior engineers grow via discussions, knowledge-sharing, and code reviews. </li><li> Participate in writing applicable patents for your ground-breaking work. <br></li></ul><strong>Qualifications<br><br></strong>&amp; Skills<br><ul><li> 4+ years of professional, recent coding experience in Java (ready to code in week 1) </li><li> 2+ years of professional coding experience in Python </li><li> Experience with SQL with an understanding of joins, group by, partitioning, clustering, skewness, and analytic functions (ready to analyze data in week 1) </li><li> Comfortable with Unix / Linux command line </li><li> Familiarity with basic statistics and histograms </li><li> Understanding of the map-reduce paradigm </li><li> Familiarity with Django, Django admin, Django REST Framework </li><li> Can take vague requirements and move toward an actionable design by coordinating with engineers, product managers, UX, data analysts, data scientists, QA, etc. </li><li> Familiarity with docker and container platforms like Mesos and Kubernetes <br></li></ul>NICE TO HAVES<br><ul><li> Experience with Big Data Platforms like Hadoop / Hive / Spark </li><li> Experience with SQL query optimization </li><li> Experience with writing Hive / Presto UDFs in Java </li><li> Familiar with many issues discussed in the book Effective Java </li><li> Application benchmarking and optimization </li><li> Multi-processing and concurrency <br></li></ul>INTERPERSONAL ATTRIBUTES<br><ul><li> You understand that software engineering work does not end with the code </li><li> You can work independently but coordinate effectively with your team </li><li> You take ownership of projects and drive them to conclusion </li><li> You’re a good communicator and are capable of not just doing the work, but teaching others and explaining the “why” behind complicated technical decisions </li><li> You aren’t afraid to roll up your sleeves This role will evolve over time, and we’ll want you to evolve with it! <br></li></ul>If this sounds like you, we'd love to meet you! Please apply now as interviews are ongoing!<br><br>Interested in hearing more? Easy Apply now by clicking the ""Apply"" button.<br><br>
      ","
            Be among the first 25 applicants
          ","
        
          Jobot
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Software Developer,"Atlanta, GA","
        <strong>Description<br><br></strong>At its corporate office in Auburn Hills, MI. This position interfaces with the Operations Excellence and Factory of the Future teams. The role offers the opportunity to join a team providing technical support and direction to the Operations environment using data analytics to drive decisions and resolve issues.<br><br><strong>What You Will Do<br><br></strong>In Your Role<br><ul><li>Providing system support.</li><li>Interfacing with internal customers to understand initiatives and project needs.</li><li>Analyze, solve, and correct issues in real time.</li><li>Develop, implement and optimize stored procedures and functions using T-SQL and PL/pgSQL.</li><li>Research required data.</li><li>Build appropriate and useful reporting deliverables.</li><li>Develop, maintain, and support applications using C# and Python.</li><li>Analyze existing SQL queries for performance improvements.</li><li>Analyze, solve, and correct issues in real time.</li><li>Provide suggestions for solutions.<br></li></ul>The Experience You Will Bring<br><br><strong>Requirements<br></strong><ul><li>Background in application support.</li><li>SQL Database knowledge, SQL Server and PostgreSQL.</li><li>Excellent understanding of T-SQL and PL/pgSQL programming.</li><li>Application development knowledge/experience in C# and Python.</li><li>Web development knowledge/experience with Django framework a plus.</li><li>Monitor system's health and performance.</li><li>Refine and automate regular processes, track issues, and document changes.<br></li></ul>What Will Put You Ahead<br><ul><li>Experience supporting a manufacturing environment.</li><li>Critical thinking, and problem-solving skills.</li><li>Strong written and verbal communication skills.<br></li></ul>This role is open to remote work.<br><br>This role is not open to VISA sponsorship.<br><br><strong><u>Salary And Benefits Commensurate With Experience.<br><br></u></strong>Equal Opportunity Employer.<br><br>Except where prohibited by state law, all offers of employment are conditioned upon successfully passing a drug test.<br><br>This employer uses E-Verify. Please visit the following website for additional information: www.kochcareers.com/doc/Everify.pdf
      ","
            Be among the first 25 applicants
          ","
        
          Guardian Industries
        
      ","
            Entry level
          ","
          Full-time
        "
Software Engineer,Atlanta Metropolitan Area,"
        <p><em>Zelis is a healthcare and financial technology growth company and market-leading provider of claims cost management and payments optimization solutions to price, pay and explain healthcare claims. Zelis delivers integrated network analytics, network solutions, payment integrity, electronic payments and claims communications for payers, healthcare providers and consumers in the medical, dental and workers' compensation markets nationwide. Zelis is backed by Parthenon Capital Partners and Bain Capital.</em></p><p>POSITION OVERVIEW:</p><p><em>The Software Engineer is accountable for developing information technology-enabled business solutions that are both scalable and reliable. The Senior Software Engineer will perform their job function by executing all phases of the Software Development Lifecycle including Analysis, Design, Development, and Testing while working in a highly collaborative team environment.</em></p><p>KEY RESPONSIBILITIES</p><p><em>Develop software by analyzing business requirements; conferring with management and users; analyzing systems flow, data usage, and work processes; investigating problem areas; following the software development lifecycle.</em></p><p><em>Determine and communicate project feasibility and sizing estimates through analysis, problem definition, requirement gathering, and solution development.</em></p><p><em>Document and demonstrate solutions by developing documentation, flowcharts, layouts, diagrams, charts, code comments, and clear code.</em></p><p><em>Prepare solutions by determining and designing system specifications, applying robust architectural patterns, applying coding standards, and programming.</em></p><p><em>Lead and facilitate design reviews and code reviews.</em></p><p><em>Improve operations by conducting systems analysis, recommending changes in policies and procedures.</em></p><p><em>Lead and facilitate pre-production risk assessments and reviews.</em></p><p><em>Assist with code build and deployment processes.</em></p><p><em>Mentor development team members to help them succeed in their assignments.</em></p><p><em>Update job knowledge by studying state-of-the-art development tools, programming techniques, and computing equipment; participating in educational opportunities.</em></p><p><em>Protect operations by improving security and by keeping information confidential.</em></p><p><em>Accomplish Zelis’ mission by completing related results as needed.</em></p><p><em>Support and develop Zelis and the technology team by providing advice, coaching and educational opportunities.</em></p><p><em>Follow established HIPAA, Compliance &amp; Security policies.</em></p><p><br></p><p>EDUCATION AND PROFESSIONAL EXPERIENCE:</p><p><em>Bachelor’s degree in Computer Science, Information Systems, or another four-year degree with significant IS experience OR equivalent experience.</em></p><p><em>4+ years software engineering experience.</em></p><p><em>Demonstrated ability to work in a complex information systems environment.</em></p><p><br></p><p>Proficient In:</p><p><em>Software Architecture</em></p><p><em>Software Development Fundamentals</em></p><p><em>Software Design</em></p><p><em>Software Debugging</em></p><p><em>Unit Testing</em></p><p><em>General Programming Skills</em></p><p><em>Microsoft Visual Studio</em></p><p><em>Microsoft .NET</em></p><p><em>Microsoft C#</em></p><p><em>Microsoft Team Foundation Server</em></p><p><em>Microsoft SQL Server</em></p><p><em>Microsoft ASP .NET and AngularJS</em></p><p><em>APIs and Microservices</em></p><p><em>Application Performance Tuning and Optimization</em></p><p><em>Static Code Analysis</em></p><p><em>Application and Infrastructure Monitoring</em></p><p><em>Jira (Preferred)</em></p><p><em>Agile Software Development Methods (Preferred)</em></p><p><em>DevOps CI/CD (Preferred)</em></p><p><br></p><p>WORK ENVIRONMENT:</p><p><em>• Willingness to occasionally work outside of normal business hours as required to complete projects</em></p><p><em>• Sitting at desk or in meetings for long periods of time</em></p><p><em>• Use standard office equipment</em></p><p><br></p><p>INTERPERSONAL AND PROFESSION SKILLS:</p><p><em>• Applied Learning – Puts new knowledge, understanding, or skill to practical use on the job, works hard to better self in work role. Devotes significant time to personal and professional development.</em></p><p><em>• Problem Analysis and Solving – Ability to analyze and work through a problem effectively and provide a solution. Ability to troubleshoot and solve complex development issues. Ability to understand and apply concepts of objected oriented programming.</em></p><p><em>• Teamwork/Collaboration – Proactively tries to build effective working relationships with other people. Treats people with dignity, respect and fairness.</em></p><p><em>• Adaptability – Maintains effectiveness when experiencing major changes in work tasks or the work environment; adjusts effectively to work within new work structures, processes and requirements.</em></p><p><em>• Time Management – Effectively manages one’s time and resources to ensure that work is completed efficiently. Able to work both independently and as a team effectively.</em></p><p><em>• Communication – Communicates accurately and effectively both in oral and written form. Practices active listening. Expresses thoughts and ideas with confidence and respects opposing views</em></p><p><em>• Living the Vision and Values – Keeping the company’s vision and values at the forefront of decision-making and action.</em></p><p><em>“We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.”</em></p><ul><li>Seniority Level</li><li>Mid-Senior level</li><li>Industry</li><li>Information Technology and Services</li><li>Employment Type</li><li>Full-time</li><li>Job Functions</li><li>EngineeringInformation&nbsp;</li></ul><p></p>
      ","
            Be among the first 25 applicants
          ","
        
          Zelis
        
      ","
            Associate
          ","
          Full-time
        "
Software Engineer,"Atlanta, GA","
        <p>Looking   for a position writing C# code for a fast-growing company?  We’re looking for up and coming programmers   with solid computer science backgrounds. &nbsp;   Strong C# coding skills are a must; the position is not front-end or UI-oriented.  The ideal candidate should be detail   oriented and able to work independently. </p>   <p>&nbsp; </p>   <p>You’ll   be working on our Network Detective and Compliance Manager product lines used   by thousands of Managed Services Providers world-wide. Learn more about at www.rapidfiretools.com.  </p>   <p>&nbsp; </p>   <p>RapidFire Tools is part of the Kaseya family of companies that includes IT Glue, ID Agent, Spanning, Unitrends   and other leading software providers for the Managed Service Providers (MSPs)   and Small Medium Businesses (SMBs).  As   part of the Kaseya team, you will be part of one of the fastest growing IT   solutions company in the world.<br> </p>   <p>&nbsp; </p>   <p>At   RapidFire Tools, we foster a supportive work environment based on collaboration   and innovation mixed with a bit of fun. &nbsp; Located   at the intersection of Georgia 400 and Abernathy, directly across the street   from the Sandy Springs MARTA station, we’re conveniently located and easily   accessible whether you live downtown or in the suburbs. </p>      <p>&nbsp; </p><p><strong>Required Skills</strong> </p>   <ul>    <li>BS in Computer        Science or equivalent experience </li>    <li>2+ years of programming        experience in C# and .NET </li>    <li>Basic SQL querying<br> </li>    <li>Team oriented </li>   </ul>   <p><strong>Desired Skills</strong> </p>   <ul>    <li>Team        Foundation Server or equivalent version control </li>    <li>Jira </li>    <li>Agility and        adaptability to work across multiple projects simultaneously</li></ul>
      ","
          37 applicants
        ","
        
          RapidFire Tools
        
      ",N/A,"
          Full-time
        "
