job_title,location,job_desc,applicants,company,level,job_length
"Software Engineer, Senior, Mid-Level, or Junior Software Engineer","Annapolis, MD","
        <strong>Who are we?</strong>Independent Software is a consulting, product, and solutions firm dedicated to the practical application of software and system engineering technologies to solve complex problems. We bring together world class engineers with proven engineering best practices, domain expertise, commercial technologies and proven agile management approaches to create high value solutions aimed at helping our customers meet their most critical business and mission objectives.<br><br><strong>Why Independent Software?<br></strong>We are focused on continual learning and evolution. We don't do things because ""that's the way we've always done things""; we listen to our employees and adapt to the changing marketplace. We look at the big picture and encourage our engineers to get training and certifications in emerging technologies that will help shape our customer's mission.<br><br>We've been profitable year after year. We're always on the lookout for great engineers to join the team and we recognize that our employees are the heart and soul of what we do. We focus on recruiting talented people, treating them right, and then allowing them to do what they do best. No red tape. No micromanagement. Smart people want to work with smart people, and we love people who are passionate about what they do, and finding ways to do it better.<br><br><strong>What you will be doing!</strong>Independent Software is looking for <strong>EITHER A SENIOR / MID-LEVEL / or JUNIOR SOFTWARE ENGINEER</strong> to be responsible for collaborating with product owners and software engineers to design, develop, test, troubleshoot, and sustain a mission-focused enterprise web application in a Unix environment. This software engineer must have experience with all the various stages of the software development lifecycle and have software development experience with front-end and middleware tiers of web development. Additional tasking shall include unit testing and documentation as the project needs dictate.<br><br>This candidate will need to have the following skillsets to be successful in this position:<br><ul><li>Experience using the Unix command line</li><li>Experience developing Bash scripts</li><li>Experience developing in Python in a Unix environment</li><li>Experience developing UI using JavaScript, HTML and CSS</li><li>Experience with JavaScript frameworks such as React</li><li>Experience with containerization technologies such as Docker</li><li>Experience with SQL technologies such as MySQL, MariaDB, and PostgreSQL<br><br></li></ul><strong><u>Desired Skills But Not Required<br></u></strong><ul><li>Experience with the Django Web framework</li><li>Experience with container orchestration technologies such as Kubernetes</li><li>Familiar with the Celery Task Scheduler</li><li>Experience with the Atlassian Suite of Tools such as Jira and Confluence</li><li>Experience with Git<br><br></li></ul><strong><u>General Requirements<br><br></u></strong>The Junior Software Engineer (SWE) shall possess the following capabilities:<br><ul><li>Analyze user requirements to derive software design and performance</li><li>Debug existing software and correct</li><li>Design and code new software or modify existing software to add new</li><li>Write or review software and system</li><li>Integrate existing software into new or modified systems or operating</li><li>Develop simple data queries for existing or proposed databases or data</li><li>Software development using languages such as C, C++, Python, Ruby, Perl, JavaScript,</li><li>Has experience with agile development</li><li>Has experience with source code control systems, such as</li><li>Serve as team lead at the level appropriate to the software development process being used on any particular</li><li>Design and development of relational and non-relational database</li><li>Use of orchestration frameworks such as Spring and</li><li>Familiarization with queue management systems</li><li>Develop or implement algorithms to meet or exceed system performance and functional</li><li>Develop and execute test procedures for software</li><li>Develop software solutions by analyzing system performance standards and conferring with users or system engineers; analyzing systems flow, data usage and work processes; and investigating problem</li><li>Modify existing software to adapt to new hardware or to improve its performance</li><li>Design, develop, and modify software systems using scientific analysis and mathematical models to predict and measure outcomes and consequences of design decisions</li><li>Java development using the Eclipse IDE (Integrated Development Environment).</li><li>Development of Java 2 Enterprise Edition (J2EE) applications</li><li>Experience using collaboration and software development tools (ie. Atlassian).</li><li>Software development using continuous integration practices</li><li>Experience with container technologies (ie. Docker).</li><li>Unix shell scripting</li><li>Development of event driven or data driven analytics<br></li></ul><strong>The Mid-Level Software Engineer (SWE) shall possess the following capabilities: <br></strong><ul><li><strong>All the capabilities of a Level 1 SWE.</strong></li><li>Development of cloud-based solutions and technologies.</li><li>Design or implement complex algorithms requiring adherence to strict timing, system resource, or interface constraints. Perform quality control on team products.</li><li>Recommend and implement suggestions for improving documentation and software development process standards.</li><li>Oversee one or more software development teams and ensure the work is completed in accordance with the constraints of the software development process being used on any particular project.</li><li>Confer with system engineers and hardware engineers to derive software requirements and to obtain information on project limitations and capabilities, performance requirements, and interfaces.</li><li>Coordinate software installation on a system and monitor performance to ensure operational specifications are met.<br></li></ul><strong>The Senior Software Engineer (SWE) shall possess the following capabilities: <br></strong><ul><li><strong>All the capabilities of a Level 1 and Level 2 SWE.</strong></li><li>Recommend new technologies and processes for complex software projects.</li><li>Serve as the technical lead of multiple software development teams.</li><li>Select the software development process in coordination with the customer and system engineering.</li><li>Ensure quality control of all developed and modified software.</li><li>Delegate programming and testing responsibilities to one or more teams and monitor their performance.<br><br></li></ul><strong><u>Education And Experience<br><br></u></strong><strong>Junior Software Engineer (SWE-1) Qualifications</strong>:<br><br>Master's degree in Computer Science or related discipline from an accredited college or university.<br><br>OR<br><br>Bachelor's degree in Computer Science or related discipline from an accredited college or university, plus two (2) years of experience as a SWE, in programs and contracts of similar scope, type, and complexity<br><br>OR<br><br>Four (4) years of experience as a SWE, in programs and contracts of similar scope, type, and complexity.<br><br><strong><u>Mid-Level Software Engineer (SWE-2) Qualifications<br><br></u></strong>Master's degree in Computer Science or related discipline from an accredited college or university, plus three (3) years of experience as a SWE, in programs and contracts of similar scope, type, and complexity.<br><br>OR<br><br>Bachelor's degree in Computer Science or related discipline from an accredited college or university, plus five (5) years of experience as a SWE, in programs and contracts of similar scope, type, and complexity<br><br>OR<br><br>Seven (7) years of experience as a SWE, in programs and contracts of similar scope, type, and complexity.<br><br><strong><u>Senior Software Engineer (SWE-3) Qualifications<br><br></u></strong>Master's degree in Computer Science or related discipline from an accredited college or university, plus five (5) years of experience as a SWE, in programs and contracts of similar scope, type, and complexity.<br><br>OR<br><br>Bachelor's degree in Computer Science or related discipline from an accredited college or university, plus seven (7) years of experience as a SWE, in programs and contracts of similar scope, type, and complexity<br><br>OR<br><br>Nine (9) years of experience as a SWE, in programs and contracts of similar scope, type, and complexity.<br><br><strong>Clearance: THIS POSITION REQUIRES A CURRENT TS/SCI WITH POLYGRAPH CLEARANCE!!!<br><br><strong><u>Top Reasons To Work At Independent Software<br></u></strong><ul><li>Great people deserve even better benefits, from comprehensive healthcare coverage and generous leave time to discounts with all of our vendors.</li><li>You are not just a job title. That's why we tip the work-life balance scale in your favor. It's not about being billable, it's about being valuable.</li><li>Whether you're working on-site or in our offices, your role at Independent Software is just as critical to our success as your coworker's.</li><li>We're constantly researching and implementing the latest technology so you've always got the right tools at your disposal.</li><li>As we've grown, we've retained that small company feel. When we say we have an open door policy, we actually mean it.</li><li>Independent Software is comprised of wonderfully generous folks. We believe in supporting the causes our employees care about. Bring us an opportunity to help and we'll listen.</li><li>Teamwork got us where we are today. Our collaborative environment allows you to maximize your true potential.</li><li>The work we do is exciting, critical stuff. No matter your role at Independent Software, you're helping us keep the nation safe and secure.</li><li>We have a history of great achievement and, with each year, our company gets even bigger and better. As we grow, so does the opportunity for our employees.</li><li>We host a variety of fun employee and family events throughout the year to say thanks for all that you do to make Independent Software a technology leader as well as a phenomenal place to work.</li></ul><strong>Benefits:<br></strong><ul><li>Competitive salary</li><li>Comprehensive health, dental, and vision insurance plans</li><li>401(k) retirement plan with company paid match of gross salary</li><li>A generous Paid Time Off and Holiday package</li><li>Lots of paid training! We encourage all employees to seek out training opportunities like conferences, certification courses and seminars.</li><li>We truly believe the right work-life balance can exist, and it's here at Independent Software. Our work is extremely important, but your job is just a part of who you are. When you enjoy your life outside of our walls, you're at your best the next time you walk through our doors. We do all we can to assure that happens every day.</li></ul>Independent Software is an Equal Opportunity Employer EOE, M/F/D/V.</strong>
      ","
            Be among the first 25 applicants
          ","
        
          Independent Software of NJ
        
      ","
            Associate
          ","
          Full-time
        "
Software Developer,"Baltimore, MD","
        <strong><u>Who We Are<br><br></u></strong>Are you enjoying your job-seeking process? Can you imagine a better way? We at Arena not only imagine a better way, we are working toward making it a reality.<br><br>Resumes, pedigree, assessments, and personal connections have proven time and again to be ineffective at predicting actual job performance. These age-old processes reinforce bias. They burden the applicant and the employer with administrative tasks. And they contribute little insight and information to guide either party in determining if they are a good match.<br><br>At Arena, you can help replace these outdated processes, one client at a time.<br><ul><li>Help organizations increase retention by putting the right people in the right jobs.</li><li>Remove Bias from the hiring process. Sure, lots of products say it, but ask us how we do it. </li><li>Be a part of a stable, fast growing company where we recognize that creativity, openness, and opportunity are what lead to achieving our mission.</li><li>Integrate with client systems, build new product lines and support our Data Science team.<br></li></ul><strong><u>What You’ll Do<br><br></u></strong>As a Software Engineer at Arena, your main goals are to integrate with client systems, evolve our existing applications, build new products and build tools to support Data Science.<br><br>You will handle the full software lifecycle: design, implement, deploy and monitor. Be prepared to dive into all of those areas. You don’t need to know all of our technologies beforehand, but gradually learn them. We seek people that are able to get things done.<br><br>You will:<br><ul><li>Develop backend applications in OCaml, Clojure and Python -- we are sunsetting OCaml, but it will be around for a while </li><li>For the occasional frontend, Typescript and React </li><li>Develop our infrastructure in AWS (ECS, RDS, S3, CloudFormation, etc.)</li><li>Deploy applications using Ansible and monitor them with Datadog, Sentry and Victorops</li><li>Work in an environment that is collaborative - we peer review our changes - and has a mature CI/CD setup - we deploy to production multiple times a day. For this we use standard industry tools like Github, CircleCI, Coveralls.<br></li></ul><strong>Skills<br><br></strong>You Need<br><br>We seek someone who<br><ul><li>Has 4+ yrs professional experience</li><li>Has an entrepreneurial mindset -- you have a track record of easily learning new technologies and tools.</li><li>Prioritizes fast iterations/time to market and the customer feedback cycle</li><li>Bonus points for exposure to a polyglot workplace, familiarity with microservices, experience within a distributed team<br></li></ul>WHY YOU'LL LOVE THIS JOB<ul><li>The mission, the people, and the work.</li><ul><li>The mission: work on a project that is making the world a better place.</li><li>The people: work for a high growth company and learn in an environment where people care about growth and work/life balance.</li><li>The work: pragmatically use amazing technology.</li></ul><li>Competitive salary, benefits, and equity.</li><li>Flexible location<br></li></ul>Powered by JazzHR<br><br>q50MDEr2qo
      ","
          45 applicants
        ","
        
          Arena Analytics
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Jr Windows Developer,"Annapolis Junction, MD","
        <strong><u>TS/SCI With Polygraph REQUIRED For This Role<br><br></u></strong><strong>Required<br><br></strong>Experience:<br><ul><li>Experience using the Windows Native API to design, develop, and test Windows applications</li><li>Experience with Visual Studio, C, C++, and Python required</li><li>General understanding of the underlying system (e.g.; how the stack vs. heap works)<br></li></ul>More details about the contract and position can be shared in a phone screening.<br><br>Red Arch Solutions is a proven and effective small business integrator and consultant, recognized as a leading provider of IT development to the Federal Government. We offer excellent benefits, including 20 days PTO, 10 holidays, up to 10% 401k contribution, and reimbursement for tuition/certifications. Top of the line PPO Medical, Dental, Vision, and Short and Long-Term disability are also offered.<br><br><em>Red Arch Solutions is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, marital status, disability, or protected veteran status. Red Arch Solutions takes affirmative action in support of its policy to advance in employment individuals who are minorities, women, protected veterans and individuals with disabilities.<br><br></em>Powered by JazzHR<br><br>L2q6RdDG8k
      ","
            Be among the first 25 applicants
          ","
        
          Red Arch Solutions
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Software Engineer,"Fort Meade, MD","
        Seeking a Software Engineer w Java Development experience<br>Fully Funded, long term career opportunity, hiring now!<br><br>We offer an excellent benefits package including:<br><br>A competitive salary: Negotiable.<br>Location: Ft Meade, MD<br>Medical, dental, vision, life, and disability insurance<br>Paid-time off<br>Tuition reimbursement<br>401k Retirement Plan<br>Military Reserve pay offset<br>Paid maternity leave<br><br>We are looking for a person that is strong w/ web development and server-side scripting. Our systems rely on server-side Python Django and client-side javascript/Jquery. However, if the candidates are familiar with hosting and creating NodeJS/React applications- that is acceptable too. The challenges of the job are going to come with hosting the applications and building the applications from the ground up. This Includes:<br><br>Requirements.<br><br><ul><li>Database design (collaboration with DBA Team)</li><li>A mindset of providing services in a simple way (no complex menus or options)</li><li>Working without internet tools</li><li>Providing CSS for the front end without bootstrap</li><li>Providing custom JS or Jquery for functions</li><li>using limited libraries available on Classified network</li><li>Understanding SSL Certificates in dealing with PKIs for authentication is a plus</li><li>Hosting applications with apache or some other form of web service hosting.<br></li></ul>Powered by JazzHR<br><br>2QqWfVKjkk
      ","
            Be among the first 25 applicants
          ","
        
          Sanford Federal
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Software Engineer,"Hanover, MD","
        <p>At Lockheed Martin Rotary and Mission Systems - Cyber &amp; Intelligence, we are driven by innovation and integrity. We believe that by applying the highest standards of business ethics and visionary thinking, everything is within our reach – and yours as a Lockheed Martin employee. Lockheed Martin values your skills, training and education. Come and experience your future!</p><p><br></p><p>This position requires a TS/SCI Polygraph clearance.</p><p><br></p><p>Software Engineer</p><p>Analyze user requirements to derive software design and performance requirements;</p><p>Design and code new software or modify existing software to add new features;</p><p>Debug existing software and correct defects;</p><p>Integrate existing software into new or modified systems or operating environments.</p><p><br></p><p>Desired skills :</p><p>- Proficient in C and C++</p><p>- Windows or Linux development experience</p><p>-- Strong interpersonal skills and an ability to build effective working relationships</p><p>- C/C++ development experience</p><p>- Reverse engineering</p><p>- Software Defined Radio / Mobile communications development experience</p><p>- Experience with modern UI frameworks including Angular.js, React.js, Vue.js.</p><p>- GNU toolchain experience</p>
      ","
            Be among the first 25 applicants
          ","
        
          Lockheed Martin
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Software Engineer 1,"Annapolis Junction, MD","
        <strong><u>About Farfield Systems, Inc<br><br></u></strong>At Farfield we are committed to delivering trusted expertise to our government clients. As we grow, our focus is on increasing opportunities for you to grow with us while still delivering the same excellence customers have grown to expect from us. We continually evaluate our environment to provide a place where your career is packed with opportunities to grow and you have the ability to demonstrate your passion to our customers. We focus on building a Team where each employee is a valued member. Farfield provides support to multiple agencies across the United States Government in many locations. That means many different opportunities to follow your career path without changing companies every few years.<br><br>""Employee driven...mission focused."" We build, operate and secure networks and infrastructure.<br><br>The Software Engineer develops, maintains, and enhances complex and diverse software systems (e.g., processing-intensive analytics, novel algorithm development, manipulation of extremely large data sets, real-time systems, and business management information systems) based upon documented requirements. Works individually or as part of a team. Reviews and tests software components for adherence to the design requirements and documents test results. Resolves software problem reports. Utilizes software development and software design methodologies appropriate to the development environment. Provides specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf (COTS)/Government Off-the-shelf (GOTS) in place of new development, and requirements analysis and synthesis from system level to individual software components.<br><br><strong>Required<br><br></strong>:<br><ul><li> Seven (7) years experience as a SWE, in programs and contracts of similar scope, type, and complexity is required.</li><li> Bachelors degree in Computer Science or related discipline from an accredited college or university is required. Four (4) years of additional SWE experience on projects with similar software processes may be substituted for a bachelors degree.<br></li></ul><strong>Optional:<br></strong><ul><li> Analyze user requirements to derive software design and performance requirements</li><li> Debug existing software and correct defects</li><li> Provide recommendations for improving documentation and software development process standards</li><li> Design and code new software or modify existing software to add new features</li><li> Integrate existing software into new or modified systems or operating environments</li><li> Develop simple data queries for existing or proposed databases or data repositories</li><li> Write or review software and system documentation</li><li> Serve as team lead at the level appropriate to the software development process being used on any particular project</li><li> Design or implement complex database or data repository interfaces/queries</li><li> Develop or implement algorithms to meet or exceed system performance and functional standards</li><li> Assist with developing and executing test procedures for software components</li><li> Develop software solutions by analyzing system performance standards, confer with users or system engineers; analyze systems flow, data usage and work processes; and investigate problem areas</li><li> Modify existing software to correct errors, to adapt to new hardware, or to improve its performance</li><li> Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design</li><li> Requires a Top Secret/SCI clearance with a polygraph ***<br></li></ul>Powered by JazzHR<br><br>AoLtlZgyjJ
      ","
            Be among the first 25 applicants
          ","
        
          Farfield Systems, Inc
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Front-End Developer,"Hunt Valley, MD","
        Bytelion is a high-end software development firm focused on building modern software applications for innovators in the startups and corporate world. We build software using full design teams and coupled with well trained professional engineers. Our clients range from small to big names in their perspective industries.<br><br>The Full-Stack Developer role requires strong attention to detail, initiative and organizational skills and a desire to work in a fast-paced innovative growth environment. Not only does the position require and afford a high degree of independence, but you will also work with an amazing group of fun and talented people.<br><br><strong>Required<br><br></strong>Knowledge, Skills and Abilities:<ul><li>Strong technical background in front-end and back-end software development as well as DevOps.</li><ul><li>Front-End:</li><ul><li>AngularJS</li><li>ReactJS</li></ul><li>Back-End:</li><ul><li>Java</li><li>ReactJS</li><li>Ruby on Rails</li></ul><li>DevOps:</li><ul><li>Jenkins</li><li>CI/CD</li></ul></ul><li>Experience with working in a SaaS industry</li><li>Strong Agile Scrum development skills and a history of delivering<br></li></ul>Our Ideal Candidate:<br><ul><li>You are extremely comfortable in at least one scripting language (Javascript/Python/PHP/Ruby)</li><li>You have proficient knowledge of HTML, CSS, and Javascript/TypeScript</li><li>Has exceptional experience and a minimum of 3-5 years of relevant software development.</li><li>Adaptability to thrive in both individual and team environments; highly developed “EQ”<br></li></ul>This Job Has:<br><ul><li>Tech - Our teams are developing software across multiple disciplines from powerful APIs, data science, modern Javascript frameworks, and cross-platform mobile development.</li><li>Team - We love our team and you will too. Our team has experienced members from Apple, Google, AT&amp;T among others. We can't wait to show you the ropes!</li><li>Opportunity to grow - We’re a small team (15), but expanding. </li><li>Culture - We enjoy having a good time at work. It is for 8 hours after all. We like to joke around a lot, but can focus when it matters. </li><li>Flexibility - We are an in-office company, we do offer a flexible schedule if you need it.<br></li></ul>You should be:<br><ul><li>Likable - People should have a good time work with you... most of the time.</li><li>A team player - ""Coming together is a beginning. Keeping together is progress. Working together is success."" --Henry Ford, the old car guy.</li><li>Proactive - You can see the train wreck coming and take the right steps to avoid them.</li><li>Gritty - you do what it takes to get the job done! </li><li>A Motivator - You can get THAT guy in the group project to do his share on any project.</li><li>Slightly Type A-... not the crazy kind, but the good kind people need.<br></li></ul>Education: BS/MS in a Computer Science degree (or similar)<br><br>Term: Full-Time<br><br><strong>Compensation<br><br></strong>: Commensurate with experience.<br><br>Location: We operate in Hunt Valley, MD<br><br>Start: Immediate<br><br>Powered by JazzHR<br><br>JfdlQALPXq
      ","
            Be among the first 25 applicants
          ","
        
          ByteLion
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Software Engineer Backend,"Baltimore, MD","
        <p>Our client is a start-up based in the Baltimore area.  This is a direct hire role and they <u>do not offer visa sponsorship</u>.  This role requires you to be onsite. Only candidates who are willing to commute to the Baltimore area daily should apply.</p><p><br></p><p><strong>Responsibilities:</strong></p><ul><li>Lead the software development process and consult with team leaders and team members.</li><li>Manage development of multiple software modules in conjunction with product launch timeline</li><li>Drive development of QA test plans, test descriptions, test procedures, and test reports.</li></ul><p><br></p><p><strong>Requirements and Skills:</strong></p><ul><li>Bachelor’s Degree in Computer Science/Engineering from an accredited college or university. Master’s degree preferred.</li><li>Minimum 5+ years of recent experience in software development</li><li>Experience building and leading software development teams and working with senior leadership team</li><li>Experience with all of the following technologies is required: Python, Vue.js, and Amazon Web Services (AWS).</li><li>Experience with Web APIs (client and server), relational databases, and cloud architecture.</li></ul><p></p>
      ","
            Be among the first 25 applicants
          ","
        
          Parker and Lynch
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Software Engineer,"Maryland, United States","
        <p><strong>Job Title: Software Engineer (Contract opening)</strong></p><p><strong>Department: Development</strong></p><p><strong>Reports to: Engineering Director</strong></p><p><br></p><p><strong><u>Job Summary:</u></strong></p><p><strong>&nbsp;</strong></p><p>Owl Cyber Defense is a leader and trusted partner in cyber security. We deliver solutions that protect and connect the world’s most critical networks. Owl’s product lines of cross domain, data diode, and portable media solutions provide unexploitable security checkpoints for absolute threat prevention and secure data availability. Our in-depth expertise in security engineering at the operating system level enables us to help government and commercial customers meet ever-evolving cyber security threats.</p><p>&nbsp;</p><p>The Software Engineer will be responsible for performing analysis, design, development, and test of Linux based secure communications systems. Your talents will be challenged by applications in a field that include voice, video and text messaging.&nbsp;Additionally, you will learn security processes to harden complex systems.&nbsp;This is an opportunity to deepen your system security knowledge with a recognized leader in the industry. &nbsp;This position is based in our Morrisville, North Carolina office. The candidate will be a key member of an experienced technical team with a high degree of autonomy and significant responsibility.</p><p>&nbsp;</p><p>(***This opportunity is positioned as a 6-9-month contract assignment with possible conversion to direct-hire. Highly desire candidates local to the Morrisville, NC area.***)</p><p><strong>&nbsp;</strong></p><p><strong><u>Qualifications:</u></strong></p><ul><li>Bachelor’s degree in Computer Science, Engineering or Math </li><li>Minimum of 7 years of experience in software development with Java and C++ languages (2 years of experience can be substituted with a Master’s degree in Computer Science, Engineering or Math).</li><li>Minimal travel is required.</li><li>Candidates must be willing to acquire a US Government security clearance.</li></ul><p>&nbsp;</p><p><strong><u>Job Knowledge, Skills, Abilities and Competencies:</u></strong></p><ul><li>Required:</li><li>Java and C++ based software development experience.</li><li>Linux/Unix Operating System platform.</li><li>Experience in networking and communications standards such as &nbsp;VOIP, SIP, RTP, BFCP, and SNMP.</li><li>Troubleshooting network protocols with Wireshark.</li><li>Experience developing multithreaded applications.</li><li>Software testing experience.</li></ul><p>&nbsp;</p><ul><li>Preferred experience includes:</li><li>Experienced in web technologies including Apache Tomcat, SOAP, REST, XML-RPC, WebRTC.</li><li>Experience in audio and video standards, MP4, Audio and Video compression (Codec).</li><li>Automated test frameworks.</li><li>Experience with SELinux</li></ul><p>&nbsp;</p><p><strong><u>About Owl Cyber Defense Solutions, LLC</u></strong></p><p>Owl Cyber Defense Solutions, LLC is a fast-growing cybersecurity solutions company, holding a firm leadership position in network security and secure information transfer. It is a privately-owned US company with offices in Columbia, MD, Danbury, CT and Morrisville, NC. For more information, see http://www.owlcyberdefense.com.</p><p>&nbsp;</p><p>Owl Cyber Defense is Proud to be an Equal Opportunity /Affirmative Action Employer.</p><p>&nbsp;</p>
      ","
            Be among the first 25 applicants
          ","
        
          Owl Cyber Defense
        
      ","
            Mid-Senior level
          ","
          Contract
        "
Jr.-Mid. Software Engineer,"Annapolis, MD","
        Latitude is now hiring for a Junior to Mid Level Software Engineer in Annapolis, MD. This position is operating mostly remotely due to COVID-19, but will transaction to a more on site role. The candidate in this role will develop and test C++ code for high performance, distributed and scalable applications utilizing best engineering practices.<br><br><strong>Primary Responsibilities:<br><br></strong><ul><li>The candidate will participate in full life-cycle software development including eliciting customer and technical requirements; designing system and software solutions; and implementing, integrating and testing developed solutions.</li></ul><ul><li>Our Linux based software is part of a mission critical aviation communications network where protocols and high availability features are integral to the software design.</li></ul><ul><li>The candidate will develop applications for VHF and HF Ground Stations and Routers.<br></li></ul><strong>Qualifications:<br><br></strong><ul><li>This position requires a Bachelor’s degree in Computer Engineering or a related field.</li></ul><ul><li>1-5 years of experience with software development utilizing: C/C++, Linux, Python, and Object Oriented Design</li></ul><ul><li>The ideal candidate must possess good writing and verbal communication skills for working in a team environment.</li></ul><ul><li>Candidate must be a US Citizen.<br></li></ul>Job Type: Full-time<br><br>Pay: $90,000.00 - $110,000.00 per year<br><br>Powered by JazzHR<br><br>4h8gnor2Yu
      ","
            Be among the first 25 applicants
          ","
        
          Latitude Inc
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
"Software Engineer, Backend","Baltimore, MD","
        Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest.<br><br>We are seeking a Backend Software Engineer to build out financial products and features providing new levels of accessibility and flexibility to our users. Affirm is experiencing explosive growth with millions of customers across thousands of merchants in-store and online, and your contributions will be a key enabler of that growth. Come join us as we build a beloved, lasting financial services brand predicated on honesty and trust.<br><br><strong><u>What You’ll Do<br></u></strong><ul> <li> Work with product and engineering managers to identify and plan projects based on the team goals and resources. </li> <li> Drive detailed project definition, design, cross-functional alignment, estimation, in addition to task break-down, delivery, monitoring, and maintenance. </li> <li> Consistently generate simple and elegant designs, and write high-quality code that can be easily understood and leveraged by others. </li> <li> Build relationships with people across engineering and other organizations for the design, implementation, roll-out and maintenance of projects. </li> <li> Actively participates in making their team and workplace an inclusive environment for people from all backgrounds. </li> <br><br></ul><strong><u>What We Look For<br></u></strong><ul> <li> 2+ years of software engineering experience shipping production quality code </li> <li> Passionate: Passionate about Affirm's Mission: ""Deliver Honest Financial Products that improve lives"" </li> <li> Technical: Solid CS fundamentals and fluency of a dynamically typed language. We primarily use Python, but members of our team have backgrounds in a wide range of technologies </li> <li> Collaborative: Enjoys cross team collaboration especially with product managers and designers </li> <li> Humble: You have the humility and self-awareness to understand and navigate the unknown </li> <li> User Focused: Cares about the details in the user experience </li> <br><br></ul><strong>Location<br><br></strong><strong> We’re excited to announce that Affirm is now a remote-first company! This role can be located anywhere in the U.S. and Canada (with the exception of Quebec) . Remote based employees may occasionally travel to an Affirm office for meetings or team building events. Our offices in San Francisco, New York City, Pittsburgh, Chicago, and Salt Lake City will remain operational and accessible for anyone to use on a voluntary basis. <br><br></strong>Check out our remote-first approach to learn more about the new ways we work.<br><br>If you got this far, we hope you're feeling excited about this role. Even if you don't feel you meet every single requirement, we still encourage you to apply. We're eager to meet people who believe in Affirm's mission and can contribute to our team in a variety of ways—not just candidates who check all the boxes.<br><br>At Affirm, People Come First is one of our core values, and that’s why diversity and inclusion are vital to our priorities as an equal opportunity employer. You can read about our D&amp;I program here and our progress thus far in our 2020 DEI Report .<br><br>We also believe It’s On Us to provide an inclusive interview experience for all, including people with disabilities. We are happy to provide reasonable accommodations to candidates in need of individualized support during the hiring process.<br><br>We will consider for employment qualified applicants with arrest and conviction records in accordance with applicable federal, state, and local laws, including the San Francisco Fair Chance Ordinance. By clicking ""Submit Application,"" I acknowledge that I have read the Affirm Employment Privacy Policy , and hereby consent to the collection, processing, use, and storage of my personal information as described therein.<br><br>
      ","
            Be among the first 25 applicants
          ","
        
          Affirm
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
